weekofyear,week_start_date,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,precipitation_amt_mm,reanalysis_air_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_min_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_tdtr_k,station_precip_mm,station_temp
46,2008-11-11,0.3042857,0.2946429,0.3062714,0.4003857,60.36,25.348571429000003,22.860000000000014,36.450000000000045,20.55000000000001,63.9,88.3285714286,10.0142857143,42.6,28.266666666666666
47,2008-11-18,0.1930571,0.1965286,0.1762571,0.1830571,59.44,25.74000000000001,24.591428570999994,34.05000000000001,22.05000000000001,199.52,94.1414285714,7.81428571429,10.6,28.055555555566666
48,2008-11-25,0.2510143,0.2883143,0.2537,0.3213,81.11,25.379999999999995,24.427142857000035,32.950000000000045,21.55000000000001,90.68,95.26,7.1,59.0,26.866666666666664
49,2008-12-02,0.1643667,0.19635,0.1731333,0.1549167,45.03,24.961428571,23.894285714000034,32.05000000000001,20.25,139.55,94.64,7.14285714286,80.0,27.22
50,2008-12-09,0.2894167,0.34778,0.2748286,0.2580857,64.03,25.50142857100002,23.032857143,35.75,21.950000000000045,53.25,88.5514285714,9.2,17.2,28.0
51,2008-12-16,0.1783857,0.2191714,0.2497286,0.1923,70.92,25.378571429000033,23.697142857000017,33.150000000000034,22.05000000000001,57.61,91.7771428571,9.05714285714,51.0,27.775000000000002
52,2008-12-23,0.2634125,0.219875,0.2000875,0.226625,55.11,26.407142856999997,22.444285714000046,35.150000000000034,20.75,41.6,81.8685714286,10.3428571429,0.5,28.226666666666663
1,2009-01-01,0.1512857,0.1616857,0.1532714,0.1194429,,,,,,,,,,27.97444444445
2,2009-01-08,0.2299167,0.12234,0.2611667,0.22305,52.28,24.57571428600005,23.634285714000043,31.450000000000045,21.05000000000001,93.55,95.2228571429,7.5,86.1,27.72222222223333
3,2009-01-15,0.1884857,0.1881857,0.2039143,0.2775,72.03,23.532857143,23.26857142900002,30.850000000000023,22.05000000000001,149.77,98.61,3.71428571429,72.8,27.19333333333333
4,2009-01-22,0.1884571,0.1993143,0.2027,0.2139286,76.16,23.400000000000034,21.987142857000038,30.350000000000023,19.55000000000001,53.81,92.4671428571,6.48571428571,11.2,27.7888888889
5,2009-01-29,0.1667333,0.1737333,0.1904333,0.1617167,118.54,24.34571428600003,23.364285714000005,31.25,20.850000000000023,66.1,94.9285714286,8.14285714286,67.8,27.55
6,2009-02-05,0.2799143,0.2402857,0.1957286,0.3076571,149.06,24.255714286,23.689999999999998,29.55000000000001,21.350000000000023,93.3,97.0071428571,5.18571428571,44.1,27.822222222233336
7,2009-02-12,0.1702714,0.1511143,0.1404714,0.1429714,60.51,24.172857143000044,23.04428571400001,32.55000000000001,19.75,48.72,94.2342857143,7.17142857143,14.0,28.099999999999998
8,2009-02-19,0.1887857,0.1594571,0.1568714,0.2029857,124.8,24.53571428600003,23.104285714000014,33.55000000000001,21.05000000000001,124.0,92.9057142857,6.82857142857,111.4,27.733333333333334
9,2009-02-26,0.28236,0.3051167,0.2940833,0.3160167,147.44,24.24142857100003,23.344285714000023,33.450000000000045,21.150000000000034,102.72,95.1214285714,7.07142857143,84.1,26.76
10,2009-03-05,0.3620714,0.3367,0.3453,0.3792857,58.56,24.694285714000046,23.560000000000002,31.450000000000045,21.350000000000023,87.28,94.3785714286,6.8,49.1,28.133333333333336
11,2009-03-12,0.2034286,0.1784429,0.2259714,0.2018714,97.8,23.908571429000006,23.565714286000002,30.850000000000023,20.450000000000045,108.83,98.1342857143,6.02857142857,0.0,27.366666666666664
12,2009-03-19,0.1578833,0.1921,0.2137286,0.2013857,106.68,24.215714286000036,23.350000000000023,31.450000000000045,20.450000000000045,66.83,95.7085714286,6.18571428571,14.3,27.5
13,2009-03-26,0.2235857,0.2591333,0.2632857,0.3057857,100.78,24.00285714300003,23.03428571400002,30.150000000000034,21.450000000000045,49.93,94.9028571429,6.35714285714,45.0,28.133333333333336
14,2009-04-02,0.08905714,0.05895,0.08927143,0.09934286,131.17,24.09571428600003,23.395714286000043,31.350000000000023,20.950000000000045,63.3,96.3957142857,6.74285714286,19.0,27.950000000000003
15,2009-04-09,0.1468429,0.1416571,0.1411857,0.1487714,133.47,24.74000000000001,22.654285714000025,33.650000000000034,19.950000000000045,50.64,89.6728571429,9.02857142857,134.9,27.7111111111
16,2009-04-16,0.2236,0.1788286,0.175,0.2161429,99.77,23.485714286000018,22.985714286000018,31.55000000000001,19.450000000000045,74.5,97.3,6.38571428571,87.3,27.03333333333333
17,2009-04-23,0.1953429,0.2856714,0.1611857,0.2023857,52.74,24.395714286000043,23.737142857000038,30.450000000000045,21.75,62.74,96.6642857143,4.98571428571,41.2,27.46666666666667
18,2009-04-30,0.2835857,0.3455143,0.2374429,0.3161286,99.89,24.254285714000048,23.29857142900005,30.450000000000045,21.150000000000034,93.8,95.0785714286,6.27142857143,30.8,27.383333333333336
19,2009-05-07,0.1907571,0.2645571,0.2538857,0.2192,30.73,24.412857142999997,23.334285714000032,33.650000000000034,19.75,59.5,95.1,7.14285714286,44.0,28.366666666666664
20,2009-05-14,0.2077429,0.2278571,0.2542,0.2160429,38.51,24.457142857000008,23.121428571000024,33.35000000000002,19.55000000000001,46.43,93.2985714286,9.07142857143,11.2,28.358333333333334
21,2009-05-21,0.3312143,0.2172,0.2093857,0.3445143,66.46,24.57428571400004,22.862857143000042,33.950000000000045,20.25,39.89,91.79,10.0714285714,50.5,28.116666666666664
22,2009-05-28,0.2383429,0.1973167,0.1655,0.1901429,40.04,23.554285714000002,23.114285714000005,31.950000000000045,19.55000000000001,73.0,97.7428571429,5.61428571429,19.3,27.666666666666668
23,2009-06-04,0.114,0.09244286,0.09747143,0.1262857,42.22,22.975714286000027,22.117142857000033,29.350000000000023,19.650000000000034,53.91,95.5071428571,6.07142857143,,28.099999999999998
24,2009-06-11,0.1871286,0.1578,0.1434571,0.1994714,8.74,21.954285714000036,20.760000000000048,32.05000000000001,16.75,112.31,94.13,6.24285714286,23.9,26.055555555566666
25,2009-06-18,0.2916714,0.3070286,0.3562286,0.3891143,43.32,22.881428571000015,21.712857143000008,32.05000000000001,18.850000000000023,45.97,93.9714285714,7.71428571429,21.0,26.649999999999995
26,2009-06-25,0.2708,0.2051833,0.2401286,0.2001571,141.65,24.06714285700002,22.960000000000036,32.450000000000045,20.05000000000001,66.41,94.5557142857,8.64285714286,40.6,27.325
27,2009-07-02,0.1868571,0.1769143,0.2230714,0.2189857,68.15,23.30285714300004,22.207142857000008,31.450000000000045,19.150000000000034,55.5,94.5385714286,8.64285714286,14.0,27.416666666666668
28,2009-07-09,0.3859143,0.2903833,0.3364286,0.2927857,91.4,22.915714286000025,22.01714285700001,33.05000000000001,18.25,39.67,95.3857142857,8.12857142857,2.0,27.53333333333333
29,2009-07-16,0.21965,0.37805,0.2238714,0.2659,65.19,23.377142857000024,22.26142857100001,33.650000000000034,19.55000000000001,40.1,94.6242857143,7.27142857143,38.9,27.541666666666668
30,2009-07-23,0.2078833,0.28085,0.1756,0.2616,35.82,23.375714286000004,20.902857143000006,33.55000000000001,19.150000000000034,12.93,88.23,9.52857142857,20.4,26.71666666666667
31,2009-07-30,0.1543571,0.1152714,0.1534571,0.1559,51.77,23.937142857000026,21.895714286000043,34.75,17.25,39.3,89.9714285714,9.75714285714,32.0,27.0
32,2009-08-06,0.395,0.3527333,0.4842857,0.4019143,9.79,24.220000000000027,21.674285714000007,34.75,17.55000000000001,34.4,87.8114285714,11.7571428571,,27.958333333333332
33,2009-08-13,0.3308857,0.4083,0.4433571,0.3347714,35.23,25.207142857000008,22.357142857000042,35.05000000000001,19.05000000000001,43.2,87.11,11.3428571429,20.1,27.366666666666664
34,2009-08-20,0.2206286,0.1943571,0.2785714,0.2604571,6.52,25.527142857,21.55857142900004,36.150000000000034,19.850000000000023,25.3,80.64,10.9285714286,1.0,28.573333333333338
35,2009-08-27,0.2453429,0.1859857,0.1813429,0.2820571,95.83,25.847142856999994,23.29428571400001,37.25,20.25,45.34,88.1771428571,11.7857142857,27.2,29.066666666666666
36,2009-09-03,0.5083571,0.4544286,0.5383143,0.5148286,83.02,24.238571429000046,23.238571429000046,31.850000000000023,20.350000000000023,78.37,94.9928571429,7.64285714286,47.5,27.600000000000005
37,2009-09-10,0.1896167,0.192,0.2368143,0.2696857,13.74,26.705714286000045,21.164285714000016,36.85000000000002,18.650000000000034,9.3,75.2328571429,13.0428571429,6.1,29.322222222233336
38,2009-09-17,0.26632,0.3133667,0.1956571,0.3070714,40.17,26.32000000000005,21.468571429000008,36.85000000000002,20.350000000000023,23.01,78.1185714286,11.6,0.8,28.816666666666674
39,2009-09-24,0.2943143,0.2706714,0.3020714,0.2540143,78.68,26.174285714000007,22.677142857000035,36.650000000000034,20.55000000000001,33.0,83.7628571429,11.0,8.1,28.955555555566665
40,2009-10-01,0.2063,0.2552571,0.2799571,0.2066571,57.18,24.884285714000043,23.194285714000046,34.25,21.650000000000034,79.1,91.5757142857,8.51428571429,33.1,27.883333333333336
41,2009-10-08,0.2322714,0.2725,0.2715714,0.2853857,20.58,25.55714285700003,23.411428571000044,35.150000000000034,21.150000000000034,43.94,89.31,9.28571428571,29.4,27.813333333333333
42,2009-10-15,0.2974143,0.2821714,0.2559286,0.3197857,30.49,26.587142857000003,22.200000000000045,38.150000000000034,20.650000000000034,18.1,79.2228571429,11.8857142857,11.2,27.71666666666667
43,2009-10-22,0.2968,0.3084857,0.3623,0.3616571,82.59,25.705714286000045,23.76857142900002,34.05000000000001,20.950000000000045,67.4,90.6571428571,8.57142857143,137.1,28.011111111099996
44,2009-10-29,0.2907571,0.23795,0.3176857,0.2616,77.38,25.52857142900001,24.29285714300005,37.650000000000034,21.75,84.54,93.8085714286,8.34285714286,11.2,28.0
45,2009-11-05,0.3886714,0.3728167,0.2499,0.3730143,45.79,26.01142857100001,23.99000000000001,36.55000000000001,19.05000000000001,47.31,90.3728571429,10.1857142857,3.5,29.2888888889
46,2009-11-12,0.3688714,0.3799571,0.3800286,0.4679286,96.23,27.171428571000035,23.77571428600004,35.55000000000001,22.850000000000023,31.65,84.3114285714,10.4571428571,88.2,28.713333333333328
47,2009-11-19,0.40705,0.3351,0.3665,0.38935,29.72,27.33571428600004,22.958571429000017,37.85000000000002,21.350000000000023,47.0,80.7871428571,11.9285714286,39.1,29.13333333333333
48,2009-11-26,0.3361143,0.2877667,0.3254571,0.3576,38.17,26.30571428600001,24.07571428600005,35.55000000000001,21.950000000000045,60.7,89.5942857143,8.71428571429,17.0,28.8111111111
49,2009-12-03,0.3485286,0.2904,0.4106143,0.3704571,73.45,25.612857143000042,23.82000000000005,35.75,21.850000000000023,134.43,91.7085714286,7.75714285714,49.0,28.50833333333333
50,2009-12-10,0.1922,0.1935286,0.2398857,0.2858857,85.62,26.04857142900005,23.445714285999998,35.450000000000045,21.450000000000045,49.32,87.7528571429,10.4428571429,41.9,28.316666666666666
51,2009-12-17,0.2176,0.2403,0.1817714,0.2623,81.21,25.197142857000017,23.755714286,34.35000000000002,21.850000000000023,208.87,92.9585714286,6.67142857143,54.1,28.599999999999998
52,2009-12-24,0.2104222,0.2571375,0.2211333,0.3002556,98.79,24.03142857100005,23.407142856999997,29.75,21.75,66.3,96.8857142857,5.25714285714,31.2,27.066666666666666
53,2010-01-01,,,,,,,,,,,,,,27.783333333333335
1,2010-01-08,0.1245714,0.1791286,0.1638429,0.1354714,27.04,26.114285714000005,21.379999999999995,35.450000000000045,19.650000000000034,8.5,78.2714285714,11.1,,28.5
2,2010-01-15,0.1452857,0.1423143,0.1353,0.1675286,32.99,25.147142857000006,22.99714285700003,34.85000000000002,20.650000000000034,144.6,89.8071428571,9.15714285714,15.0,28.04444444443334
3,2010-01-22,0.2521143,0.2304857,0.1873286,0.3027857,19.04,25.77571428600004,23.230000000000018,34.650000000000034,21.650000000000034,31.2,87.6414285714,8.62857142857,0.8,28.8888888889
4,2010-01-29,0.2632714,0.2306,0.2188714,0.2612857,138.51,25.141428571000006,23.410000000000025,35.150000000000034,21.850000000000023,65.76,91.7985714286,7.68571428571,166.0,28.5
5,2010-02-05,0.1701,0.1421167,0.1179143,0.1393429,47.31,25.604285714000014,23.687142857000026,32.950000000000045,22.450000000000045,95.83,90.6485714286,8.31428571429,62.3,28.0
6,2010-02-12,0.2307571,0.1892571,0.1634857,0.2388714,78.25,25.101428571000042,24.418571428999996,33.05000000000001,22.350000000000023,172.7,96.5157142857,6.32857142857,14.5,27.7
7,2010-02-19,0.2933,0.2478286,0.2066286,0.2666714,32.19,26.498571429000037,23.939999999999998,36.05000000000001,21.350000000000023,54.2,88.3657142857,9.41428571429,60.9,28.066666666666663
8,2010-02-26,0.3036571,0.2600571,0.2254857,0.3333143,84.67,25.76714285700001,24.77857142900001,35.05000000000001,22.05000000000001,288.4,94.9157142857,8.17142857143,29.9,28.27333333333333
9,2010-03-05,0.1273167,0.18116,0.1204667,0.1427667,80.58,25.187142857000026,24.76714285700001,33.150000000000034,22.650000000000034,144.98,97.7,6.24285714286,9.9,28.366666666666664
10,2010-03-12,0.3117286,0.2926857,0.2725857,0.3948,57.78,25.687142857000026,24.99142857100003,33.75,19.650000000000034,86.1,96.25,8.81428571429,44.5,28.45
11,2010-03-19,0.2946,0.2509714,0.2814714,0.3416429,121.2,26.04142857100004,25.30000000000001,34.25,20.850000000000023,191.76,96.1242857143,8.82857142857,22.9,29.333333333333332
12,2010-03-26,0.2662857,0.3012333,0.296,0.2957429,51.29,25.854285714000014,24.405714286000034,34.75,21.450000000000045,214.9,93.0828571429,8.02857142857,20.0,27.655555555566668
13,2010-04-02,0.1414333,0.2047286,0.2509714,0.1452429,49.8,25.85285714300005,23.418571428999996,35.950000000000045,21.05000000000001,24.25,88.7071428571,9.51428571429,16.0,28.077777777766666
14,2010-04-09,0.2428429,0.2727571,0.2022714,0.2601143,93.76,25.965714286000036,25.01142857100001,35.25,21.450000000000045,164.7,95.1828571429,7.71428571429,,29.03333333333333
15,2010-04-16,0.1576857,0.1566143,0.1840143,0.1358857,17.33,25.155714286000034,23.85285714300005,34.150000000000034,21.150000000000034,150.8,93.6557142857,7.22857142857,18.0,27.116666666666664
16,2010-04-23,0.2314857,0.2946857,0.3316571,0.2444,86.7,25.288571429,24.52857142900001,31.55000000000001,21.55000000000001,81.4,95.9957142857,7.75714285714,51.1,27.95
17,2010-04-30,0.2397429,0.2592714,0.3077857,0.3079429,26.0,25.898571429000015,23.31857142900003,35.25,21.450000000000045,23.6,87.6571428571,8.25714285714,35.4,28.816666666666674
18,2010-05-07,0.2608143,0.2557857,0.2577714,0.3402857,73.97,24.467142857,23.82571428600005,31.55000000000001,21.450000000000045,85.46,96.7128571429,5.71428571429,8.1,27.400000000000002
19,2010-05-14,0.1686857,0.1585,0.1330714,0.1456,59.4,24.128571429000033,23.588571429000012,32.85000000000002,20.850000000000023,87.3,97.4457142857,6.18571428571,32.0,27.433333333333334
20,2010-05-21,0.2630714,0.2725,0.2582714,0.2445,1.15,24.498571429000037,20.077142857000013,35.55000000000001,16.950000000000045,8.8,78.9985714286,11.2428571429,2.5,26.544444444433335
21,2010-05-28,0.34275,0.3189,0.2563429,0.2925143,55.3,26.184285713999998,23.675714286000016,36.55000000000001,21.350000000000023,45.0,88.7657142857,9.8,27.0,28.8111111111
22,2010-06-04,0.1601571,0.1603714,0.1360429,0.2256571,86.47,25.180000000000007,23.30285714300004,35.35000000000002,18.75,207.1,91.6,7.47142857143,36.6,27.944444444433334
23,2010-06-11,0.2470571,0.1460571,0.2503571,0.2337143,58.94,23.448571429000026,22.351428571000042,32.35000000000002,19.25,50.6,94.28,7.5,7.4,25.266666666666666
24,2010-06-18,0.3339143,0.2457714,0.2788857,0.3254857,59.67,23.195714285999998,22.174285714000007,32.950000000000045,18.75,62.33,94.66,7.87142857143,16.0,25.877777777766667
25,2010-06-25,0.2981857,0.2329714,0.2742143,0.3157571,63.22,24.947142857000017,22.657142856999997,34.650000000000034,19.150000000000034,36.9,89.0828571429,11.0142857143,20.4,27.791666666666668
26,2010-07-02,0.1837833,0.1425,0.2251286,0.1502143,82.29,24.498571429000037,22.968571429000008,34.75,20.55000000000001,34.11,92.5814285714,9.42857142857,11.2,27.58
27,2010-07-09,0.2916571,0.2722667,0.3307,0.3209143,25.3,25.07428571400004,21.681428571000026,34.55000000000001,19.05000000000001,9.1,83.8857142857,10.1571428571,8.9,27.075
28,2010-07-16,0.2085429,0.3664571,0.2126286,0.2555143,62.14,24.80571428600001,23.26714285700001,33.25,19.350000000000023,61.09,92.0571428571,9.55714285714,22.6,27.316666666666663
29,2010-07-23,0.08928571,0.06321429,0.1220571,0.08195714,47.8,22.565714286000002,20.488571429000046,33.25,16.150000000000034,19.6,88.97,7.82857142857,4.8,24.799999999999997
30,2010-07-30,0.3061,0.3276833,0.2500857,0.2679143,56.3,25.35285714300005,20.742857143000037,34.950000000000045,17.350000000000023,18.93,78.61,11.7714285714,3.0,25.816666666666663
31,2010-08-06,0.34202,0.3048571,0.3323571,0.3457286,16.95,25.461428571,21.915714286000025,36.55000000000001,20.25,32.92,83.2742857143,11.1571428571,92.2,27.233333333333334
32,2010-08-13,0.3322167,0.3848167,0.3566,0.3539167,9.88,25.155714286000034,18.935714286000007,36.150000000000034,19.05000000000001,10.5,72.4714285714,11.8285714286,0.0,26.377777777766667
33,2010-08-20,0.2218143,0.2241,0.2730857,0.2312429,15.76,25.57428571400004,21.662857142999997,36.05000000000001,20.05000000000001,20.3,81.5571428571,12.6428571429,20.3,27.425
34,2010-08-27,0.3190429,0.3158714,0.3267,0.3440571,7.82,26.76428571400004,19.54142857100004,37.950000000000045,19.150000000000034,14.21,68.6157142857,14.4857142857,,27.366666666666664
35,2010-09-03,0.3420143,0.3019286,0.3147,0.381,59.06,27.07428571400004,22.05000000000001,37.450000000000045,20.950000000000045,41.1,77.2028571429,12.6714285714,8.5,28.458333333333332
36,2010-09-10,0.1165833,0.1002833,0.1406833,0.1138167,37.9,25.351428571000042,22.49142857100003,35.85000000000002,19.650000000000034,50.0,85.6914285714,10.1,15.0,27.833333333333332
37,2010-09-17,0.2591667,0.26732,0.2123286,0.3265429,16.86,26.79857142900005,21.410000000000025,38.650000000000034,20.55000000000001,17.7,75.27,12.6142857143,4.1,28.14166666666667
38,2010-09-24,0.3062143,0.2635857,0.3215429,0.3791714,46.96,25.554285714000002,22.53714285700005,36.05000000000001,20.55000000000001,156.0,85.72,10.6285714286,26.9,28.055555555566666
39,2010-10-01,0.3867857,0.3726286,0.3796143,0.3973571,28.63,26.914285714000016,21.094285714000023,38.35000000000002,20.150000000000034,13.16,73.5128571429,13.2428571429,1.5,28.466666666666665
40,2010-10-08,0.30415,0.3368667,0.2538833,0.3275333,26.29,28.78571428600003,20.932857143000035,40.950000000000045,21.650000000000034,249.4,66.31,13.6285714286,14.1,29.326666666666664
41,2010-10-15,0.3290429,0.2942714,0.3070286,0.3938143,33.49,26.650000000000034,22.162857142999997,37.55000000000001,20.350000000000023,28.5,79.7628571429,12.3142857143,25.9,28.049999999999997
42,2010-10-22,0.2441286,0.1928833,0.2322286,0.2819286,34.93,25.707142857000008,23.02857142900001,38.25,20.650000000000034,141.6,87.7528571429,12.6142857143,8.1,27.53333333333333
43,2010-10-29,0.2396,0.2375286,0.1940714,0.2292,47.9,26.191428571000017,23.689999999999998,36.450000000000045,21.350000000000023,75.1,87.8028571429,9.78571428571,4.0,28.77777777776667
44,2010-11-05,0.2840286,0.3218429,0.2682429,0.1984286,47.11,26.447142857000017,24.56857142900003,37.25,22.850000000000023,85.3,90.64,9.81428571429,46.0,28.560000000000002
45,2010-11-12,0.3561857,0.3933286,0.2812,0.3909286,65.8,26.422857143000044,23.094285714000023,38.55000000000001,18.75,229.6,84.3857142857,10.8428571429,35.8,28.733333333333334
46,2010-11-19,0.1918714,0.2326571,0.2561857,0.1838714,62.56,25.157142856999997,23.32857142900002,36.650000000000034,20.350000000000023,143.1,91.3428571429,9.64285714286,41.1,27.650000000000002
47,2010-11-26,0.3294714,0.3875286,0.3104,0.2884857,43.51,25.06285714300003,23.862857143000042,32.650000000000034,21.450000000000045,69.53,93.4071428571,7.32857142857,40.2,27.416666666666668
48,2010-12-03,0.1851,0.1840714,0.09825714,0.2526571,42.7,26.728571429,23.47428571400002,36.55000000000001,22.25,58.43,85.2885714286,11.0571428571,17.0,28.583333333333332
49,2010-12-10,0.2064857,0.2436286,0.2296286,0.2305571,102.94,25.35857142900005,24.04857142900005,35.150000000000034,22.150000000000034,116.57,93.8414285714,8.17142857143,29.2,27.69333333333333
50,2010-12-17,0.3063571,0.2906714,0.3378714,0.3118143,26.86,25.827142857000013,23.227142857000047,33.950000000000045,21.950000000000045,34.23,86.9057142857,8.94285714286,9.2,28.922222222233334
51,2010-12-24,0.2478143,0.1746,0.2196571,0.2418286,39.13,25.930000000000007,21.650000000000034,35.450000000000045,21.25,19.83,79.9485714286,9.75714285714,7.1,28.25555555556667
52,2011-01-01,0.2775,0.3043667,0.2356556,0.2894333,43.67,23.421428571000035,22.79000000000002,30.650000000000034,21.05000000000001,222.0,96.6271428571,4.8,54.7,27.366666666666664
1,2011-01-08,0.3677429,0.3201429,0.3127714,0.3882571,10.08,25.725714286000027,21.54857142900005,33.75,20.05000000000001,44.87,80.4528571429,10.5142857143,0.0,28.349999999999998
2,2011-01-15,0.2194429,0.2352833,0.2000286,0.2779857,48.87,25.01857142900002,22.887142857000015,33.450000000000045,21.850000000000023,134.5,89.6757142857,8.1,33.0,27.9111111111
3,2011-01-22,0.2611286,0.2940286,0.2393286,0.3210571,51.12,24.862857143000042,22.841428570999994,35.650000000000034,19.25,28.9,90.4542857143,9.38571428571,40.9,27.57777777776667
4,2011-01-29,0.2402,0.2538286,0.2092286,0.2298429,53.22,25.27428571400003,21.140000000000043,33.650000000000034,19.950000000000045,9.4,80.1285714286,10.2571428571,9.9,27.883333333333336
5,2011-02-05,0.1724286,0.1657857,0.1928286,0.1904,50.2,24.331428571000004,22.614285714000005,33.150000000000034,18.75,98.7,91.44,8.31428571429,34.3,27.5
6,2011-02-12,0.3101429,0.2193286,0.1789571,0.3013429,43.54,24.875714286000004,23.120000000000005,32.950000000000045,19.150000000000034,62.8,91.3385714286,9.58571428571,0.5,27.0
7,2011-02-19,0.2876429,0.2826143,0.2644571,0.3459714,60.97,24.437142857000026,23.410000000000025,33.25,21.150000000000034,280.42,94.5785714286,8.0,41.2,27.344444444433332
8,2011-02-26,0.1665714,0.1742714,0.1805,0.1536429,76.73,24.601428571000042,23.634285714000043,32.35000000000002,19.450000000000045,45.9,94.8542857143,8.67142857143,9.0,27.71666666666667
9,2011-03-05,0.2160167,0.2520333,0.2109167,0.3020167,42.18,24.411428571000044,23.728571429,31.25,21.450000000000045,126.8,96.3828571429,6.35714285714,13.3,27.3888888889
10,2011-03-12,0.2821,0.2399143,0.2339,0.3507,101.98,24.191428571000017,23.097142856999994,31.25,20.25,87.4,94.4485714286,7.78571428571,22.0,27.166666666666668
11,2011-03-19,0.3512429,0.3383286,0.3577857,0.3826429,49.58,24.841428570999994,23.07000000000005,32.35000000000002,20.05000000000001,54.1,91.1857142857,8.92857142857,1.8,27.733333333333334
12,2011-03-26,0.1382571,0.1547143,0.1428286,0.1930857,71.69,24.452857143000017,23.56285714300003,32.650000000000034,21.05000000000001,73.7,95.4257142857,7.61428571429,44.9,27.9857142857
13,2011-04-02,0.2292,0.2304,0.1851286,0.2082857,54.37,24.400000000000034,23.56428571400005,32.35000000000002,20.350000000000023,67.28,95.56,6.54285714286,5.4,27.099999999999998
14,2011-04-09,0.3128143,0.3191714,0.3774571,0.3847857,72.16,24.894285714000034,23.821428571000013,32.35000000000002,20.350000000000023,82.1,94.5657142857,8.65714285714,47.0,27.566666666666666
15,2011-04-16,0.2731833,0.3287,0.2243571,0.3501714,64.17,23.50285714300003,23.05571428600001,30.75,20.25,81.2,97.5985714286,5.32857142857,48.8,26.900000000000002
16,2011-04-23,0.2215571,0.2313714,0.1462571,0.1660429,112.69,23.56428571400005,23.04285714300005,30.350000000000023,20.350000000000023,101.0,97.3,5.51428571429,8.1,27.78333333333333
17,2011-04-30,0.2891,0.35406,0.1965571,0.2656857,89.33,24.127142857000024,23.620000000000005,32.05000000000001,19.650000000000034,97.2,97.3014285714,7.65714285714,24.0,27.86666666666667
18,2011-05-07,0.2470143,0.2773714,0.2767571,0.2252857,111.09,24.400000000000034,23.934285713999998,30.55000000000001,20.75,101.6,97.4814285714,6.18571428571,17.5,27.275000000000002
19,2011-05-14,0.2356143,0.36116,0.2586286,0.3281,53.29,22.35285714300005,21.129999999999995,31.55000000000001,18.75,42.6,93.8528571429,5.7,39.3,26.2
20,2011-05-21,0.1068857,0.1086571,0.1276429,0.1072857,135.1,23.00857142900003,22.439999999999998,31.350000000000023,18.450000000000045,69.5,96.9114285714,5.77142857143,18.0,27.366666666666664
21,2011-05-28,0.2827571,0.2121714,0.2726429,0.3207,105.13,24.390000000000043,22.78142857100005,34.450000000000045,19.05000000000001,35.9,92.1285714286,9.54285714286,38.1,27.436111111111114
22,2011-06-04,0.1145857,0.1302714,0.1424857,0.2094857,28.1,23.50714285700002,22.282857143,31.55000000000001,19.75,36.5,93.81,8.07142857143,23.4,27.372222222222224
23,2011-06-11,0.2767571,0.2575857,0.1826571,0.3158571,152.32,22.628571429000033,21.591428570999994,33.450000000000045,18.55000000000001,36.7,94.9485714286,6.15714285714,27.2,26.575
24,2011-06-18,0.33932,0.26412,0.3501,0.3288,54.27,24.238571429000046,22.154285714000025,35.150000000000034,18.450000000000045,178.1,90.09,9.32857142857,4.1,27.177777777777777
25,2011-06-25,0.1635429,0.2133143,0.1999571,0.2143286,59.54,21.404285714000025,20.334285714000032,31.05000000000001,17.350000000000023,44.7,94.75,5.72857142857,35.8,26.58055555555556
26,2011-07-02,0.1782429,0.1938714,0.2064714,0.1768143,42.4,23.03571428600003,21.612857143000042,31.75,17.25,64.2,92.5014285714,8.14285714286,9.6,26.783333333333335
27,2011-07-09,0.1397571,0.13925,0.116,0.1848571,31.44,22.401428570999997,21.698571429000026,31.55000000000001,18.150000000000034,54.0,96.4942857143,7.34285714286,17.2,25.45277777777778
28,2011-07-16,0.3302,0.3348429,0.3249571,0.3198429,19.52,22.404285714000025,20.101428571000042,32.35000000000002,17.450000000000045,25.7,88.7785714286,9.27142857143,21.1,26.055555555555557
29,2011-07-23,0.2778714,0.2915143,0.2991143,0.3904714,70.29,24.05571428600001,21.01142857100001,33.450000000000045,17.75,24.8,85.5657142857,10.5571428571,16.3,27.150000000000002
30,2011-07-30,0.2031571,0.1922714,0.2074,0.2488833,105.88,23.33571428600004,21.29857142900005,31.350000000000023,18.150000000000034,19.6,90.0714285714,10.5142857143,38.8,26.9111111111
31,2011-08-06,0.3812714,0.3726833,0.3742429,0.4643571,14.96,23.648571429000015,20.714285714000027,33.450000000000045,17.950000000000045,27.3,86.0828571429,10.7571428571,5.1,27.2111111111
32,2011-08-13,0.3229143,0.3349429,0.2934714,0.3355,7.3,24.304285714000002,21.372857143000033,34.75,17.75,79.9,86.3557142857,11.6428571429,,27.206666666666667
33,2011-08-20,0.2866429,0.2679667,0.2945571,0.3465429,24.95,24.77857142900001,18.960000000000036,35.150000000000034,18.450000000000045,10.4,73.6757142857,11.6714285714,11.2,27.95
34,2011-08-27,0.3120857,0.2748,0.2536,0.2944571,24.3,24.788571429,20.54571428600002,35.25,18.650000000000034,24.3,80.4857142857,11.8,23.9,27.116666666666664
35,2011-09-03,0.3227286,0.3295429,0.2857571,0.3432857,30.18,25.0,20.091428570999994,35.85000000000002,17.75,14.4,77.5371428571,13.2,25.1,26.700000000000003
